instance,model,model_size,storage,serialization_time,deserialization_time,to_gpu_time,from_gpu_time
g5.2xlarge,t5-large,2950868150,nvme,3.3184,2.3600,0.5742,0.8943
g5.2xlarge,t5-large,2950868150,nvme,3.3360,2.4723,0.5818,0.8974
g5.2xlarge,resnet18,44796930,nfs,0.3651,0.3525,0.0088,0.0074
g5.2xlarge,resnet18,44796930,nfs,0.2650,0.3543,0.0082,0.0068
g5.2xlarge,resnet18,44796930,nfs,0.2851,0.3533,0.0081,0.0066
g5.2xlarge,resnet18,44796930,nfs,0.2452,0.3594,0.0080,0.0067
g5.2xlarge,resnet18,44796930,nfs,0.2381,0.3465,0.0080,0.0066
g5.2xlarge,resnet34,85284162,nfs,0.3363,0.6312,0.0160,0.0136
g5.2xlarge,resnet34,85284162,nfs,0.3471,0.6286,0.0160,0.0129
g5.2xlarge,resnet34,85284162,nfs,0.3321,0.6247,0.0161,0.0139
g5.2xlarge,resnet34,85284162,nfs,0.3217,0.6482,0.0145,0.0123
g5.2xlarge,resnet34,85284162,nfs,0.3278,0.6288,0.0145,0.0124
g5.2xlarge,resnet50,94409514,nfs,0.4386,0.5931,0.0185,0.0156
g5.2xlarge,resnet50,94409514,nfs,0.3692,0.5958,0.0185,0.0156
g5.2xlarge,resnet50,94409514,nfs,0.3484,0.5974,0.0185,0.0156
g5.2xlarge,resnet50,94409514,nfs,0.3633,0.5961,0.0185,0.0158
g5.2xlarge,resnet50,94409514,nfs,0.3846,0.5828,0.0185,0.0157
g5.2xlarge,resnet101,170666210,nfs,0.5665,1.2970,0.0371,0.0305
g5.2xlarge,resnet101,170666210,nfs,0.5554,1.2922,0.0365,0.0304
g5.2xlarge,resnet101,170666210,nfs,0.5416,1.2875,0.0364,0.0310
g5.2xlarge,resnet101,170666210,nfs,0.5821,1.3013,0.0358,0.0304
g5.2xlarge,resnet101,170666210,nfs,0.5629,1.3064,0.0362,0.0309
g5.2xlarge,resnet152,233504410,nfs,0.7302,2.1302,0.0554,0.0436
g5.2xlarge,resnet152,233504410,nfs,0.7213,2.0905,0.0522,0.0439
g5.2xlarge,resnet152,233504410,nfs,0.7303,2.0882,0.0515,0.0434
g5.2xlarge,resnet152,233504410,nfs,0.7727,2.0872,0.0519,0.0438
g5.2xlarge,resnet152,233504410,nfs,0.7194,2.0630,0.0526,0.0443
g5.2xlarge,efficientnet-b0,21447946,nfs,0.2077,0.3553,0.0191,0.0113
g5.2xlarge,efficientnet-b0,21447946,nfs,0.2412,0.3582,0.0189,0.0123
g5.2xlarge,efficientnet-b0,21447946,nfs,0.1768,0.3532,0.0188,0.0116
g5.2xlarge,efficientnet-b0,21447946,nfs,0.1863,0.3483,0.0162,0.0108
g5.2xlarge,efficientnet-b0,21447946,nfs,0.1689,0.3617,0.0188,0.0115
g5.2xlarge,efficientnet-b1,31602810,nfs,0.2165,0.5355,0.0255,0.0179
g5.2xlarge,efficientnet-b1,31602810,nfs,0.2224,0.4987,0.0228,0.0177
g5.2xlarge,efficientnet-b1,31602810,nfs,0.2302,0.4832,0.0201,0.0147
g5.2xlarge,efficientnet-b1,31602810,nfs,0.2220,0.4925,0.0231,0.0179
g5.2xlarge,efficientnet-b1,31602810,nfs,0.2200,0.5053,0.0221,0.0177
g5.2xlarge,efficientnet-b2,36889082,nfs,0.2277,0.5237,0.0236,0.0287
g5.2xlarge,efficientnet-b2,36889082,nfs,0.2527,0.5680,0.0237,0.0289
g5.2xlarge,efficientnet-b2,36889082,nfs,0.2632,0.5323,0.0212,0.0161
g5.2xlarge,efficientnet-b2,36889082,nfs,0.2185,0.7030,0.0259,0.0287
g5.2xlarge,efficientnet-b2,36889082,nfs,0.2234,0.5101,0.0236,0.0289
g5.2xlarge,efficientnet-b3,49484850,nfs,0.2506,0.5735,0.0279,0.0207
g5.2xlarge,efficientnet-b3,49484850,nfs,0.2593,0.7620,0.0267,0.0218
g5.2xlarge,efficientnet-b3,49484850,nfs,0.2432,0.5796,0.0272,0.0211
g5.2xlarge,efficientnet-b3,49484850,nfs,0.2824,0.5731,0.0277,0.0250
g5.2xlarge,efficientnet-b3,49484850,nfs,0.2572,0.5915,0.0270,0.0228
g5.2xlarge,efficientnet-b4,78115106,nfs,0.3391,0.8018,0.0363,0.0260
g5.2xlarge,efficientnet-b4,78115106,nfs,0.8588,0.8163,0.0344,0.0237
g5.2xlarge,efficientnet-b4,78115106,nfs,0.3476,0.8027,0.0400,0.0295
g5.2xlarge,efficientnet-b4,78115106,nfs,0.3110,0.8205,0.0372,0.0262
g5.2xlarge,efficientnet-b4,78115106,nfs,0.3532,0.8166,0.0363,0.0259
g5.2xlarge,efficientnet-b5,122549778,nfs,0.4831,1.2239,0.0494,0.0375
g5.2xlarge,efficientnet-b5,122549778,nfs,0.4465,1.2630,0.0492,0.0383
g5.2xlarge,efficientnet-b5,122549778,nfs,0.4688,1.4648,0.0496,0.0375
g5.2xlarge,efficientnet-b5,122549778,nfs,0.4771,1.2371,0.0470,0.0316
g5.2xlarge,efficientnet-b5,122549778,nfs,0.4868,1.2822,0.0492,0.0324
g5.2xlarge,efficientnet-b6,173410626,nfs,0.6110,1.6619,0.0623,0.0443
g5.2xlarge,efficientnet-b6,173410626,nfs,0.5924,1.6186,0.0622,0.0402
g5.2xlarge,efficientnet-b6,173410626,nfs,0.5916,1.6017,0.0597,0.0392
g5.2xlarge,efficientnet-b6,173410626,nfs,0.6007,1.8184,0.0617,0.0393
g5.2xlarge,efficientnet-b6,173410626,nfs,0.6088,1.6735,0.0632,0.0434
g5.2xlarge,efficientnet-b7,267066482,nfs,0.8813,2.0083,0.0857,0.0533
g5.2xlarge,efficientnet-b7,267066482,nfs,0.8756,2.3450,0.0819,0.0533
g5.2xlarge,efficientnet-b7,267066482,nfs,0.8463,2.1136,0.0849,0.0603
g5.2xlarge,efficientnet-b7,267066482,nfs,0.8851,2.2305,0.0849,0.0537
g5.2xlarge,efficientnet-b7,267066482,nfs,0.8760,2.0496,0.0816,0.0533
g5.2xlarge,convnext-tiny,111363026,nfs,0.4062,0.7514,0.0177,0.0149
g5.2xlarge,convnext-tiny,111363026,nfs,0.4085,0.7751,0.0191,0.0150
g5.2xlarge,convnext-tiny,111363026,nfs,0.4275,0.7687,0.0190,0.0150
g5.2xlarge,convnext-tiny,111363026,nfs,0.4359,0.7585,0.0178,0.0154
g5.2xlarge,convnext-tiny,111363026,nfs,0.4134,0.7740,0.0179,0.0153
g5.2xlarge,convnext-small,197948042,nfs,0.6415,1.4557,0.0311,0.0275
g5.2xlarge,convnext-small,197948042,nfs,0.6489,1.5947,0.0310,0.0276
g5.2xlarge,convnext-small,197948042,nfs,0.6452,1.4556,0.0315,0.0278
g5.2xlarge,convnext-small,197948042,nfs,0.6287,1.4436,0.0311,0.0274
g5.2xlarge,convnext-small,197948042,nfs,0.6405,1.4471,0.0322,0.0283
g5.2xlarge,convnext-base,350405450,nfs,1.0193,2.0297,0.0465,0.0401
g5.2xlarge,convnext-base,350405450,nfs,1.0619,2.0696,0.0460,0.0398
g5.2xlarge,convnext-base,350405450,nfs,1.0229,2.0647,0.0460,0.0399
g5.2xlarge,convnext-base,350405450,nfs,1.0236,2.0081,0.0460,0.0396
g5.2xlarge,convnext-base,350405450,nfs,1.0521,2.0150,0.0460,0.0400
g5.2xlarge,convnext-large,785081418,nfs,2.1745,4.1400,0.0855,0.0740
g5.2xlarge,convnext-large,785081418,nfs,2.1747,4.1448,0.0854,0.0740
g5.2xlarge,convnext-large,785081418,nfs,2.1718,4.0596,0.0863,0.0744
g5.2xlarge,convnext-large,785081418,nfs,2.2116,4.1061,0.0860,0.0751
g5.2xlarge,convnext-large,785081418,nfs,2.1620,4.0810,0.0854,0.0751
g5.2xlarge,mobilenet_v3_large,17048202,nfs,0.1640,0.1545,0.0100,0.0083
g5.2xlarge,mobilenet_v3_large,17048202,nfs,0.1987,0.1581,0.0099,0.0083
g5.2xlarge,mobilenet_v3_large,17048202,nfs,0.1712,0.1588,0.0102,0.0083
g5.2xlarge,mobilenet_v3_large,17048202,nfs,0.1702,0.1555,0.0101,0.0083
g5.2xlarge,mobilenet_v3_large,17048202,nfs,0.1823,0.1564,0.0100,0.0083
g5.2xlarge,vit-base-patch16-224,346335626,nfs,1.0879,1.3040,0.0732,0.0364
g5.2xlarge,vit-base-patch16-224,346335626,nfs,1.0352,1.2919,0.0693,0.0364
g5.2xlarge,vit-base-patch16-224,346335626,nfs,1.0651,1.2737,0.0691,0.0362
g5.2xlarge,vit-base-patch16-224,346335626,nfs,1.0625,1.2847,0.0692,0.0363
g5.2xlarge,vit-base-patch16-224,346335626,nfs,1.0388,1.3104,0.0699,0.0361
g5.2xlarge,vit-large-patch16-224,1217434442,nfs,3.0816,3.3660,0.2380,0.1160
g5.2xlarge,vit-large-patch16-224,1217434442,nfs,3.2806,3.9334,0.2390,0.1181
g5.2xlarge,vit-large-patch16-224,1217434442,nfs,3.4919,3.9960,0.2396,0.1141
g5.2xlarge,vit-large-patch16-224,1217434442,nfs,3.3968,3.5357,0.2392,0.1141
g5.2xlarge,vit-large-patch16-224,1217434442,nfs,3.0768,3.3709,0.2368,0.1133
g5.2xlarge,densenet121,28410638,nfs,0.2171,0.3950,0.0220,0.0177
g5.2xlarge,densenet121,28410638,nfs,0.3819,0.4109,0.0228,0.0192
g5.2xlarge,densenet121,28410638,nfs,0.2310,0.3839,0.0206,0.0178
g5.2xlarge,densenet121,28410638,nfs,0.3650,0.3984,0.0209,0.0181
g5.2xlarge,densenet121,28410638,nfs,0.2286,0.4044,0.0241,0.0179
g5.2xlarge,densenet169,50945949,nfs,0.2658,0.4811,0.0312,0.0264
g5.2xlarge,densenet169,50945949,nfs,0.2549,0.4900,0.0308,0.0262
g5.2xlarge,densenet169,50945949,nfs,0.3786,0.4904,0.0310,0.0264
g5.2xlarge,densenet169,50945949,nfs,0.3438,0.4888,0.0311,0.0272
g5.2xlarge,densenet169,50945949,nfs,0.2736,0.4957,0.0308,0.0262
g5.2xlarge,densenet201,73741405,nfs,0.3394,0.8945,0.0386,0.0328
g5.2xlarge,densenet201,73741405,nfs,0.3507,0.7976,0.0392,0.0329
g5.2xlarge,densenet201,73741405,nfs,0.3343,0.7901,0.0386,0.0327
g5.2xlarge,densenet201,73741405,nfs,0.3095,0.8016,0.0386,0.0327
g5.2xlarge,densenet201,73741405,nfs,0.2914,0.4841,0.0386,0.0328
g5.2xlarge,densenet161,107148878,nfs,0.3798,0.9555,0.0373,0.0320
g5.2xlarge,densenet161,107148878,nfs,0.4524,0.9357,0.0374,0.0319
g5.2xlarge,densenet161,107148878,nfs,0.3850,1.0962,0.0383,0.0334
g5.2xlarge,densenet161,107148878,nfs,0.3691,0.9234,0.0422,0.0319
g5.2xlarge,densenet161,107148878,nfs,0.4335,0.9624,0.0383,0.0336
g5.2xlarge,clip-vit-base-patch32,605218930,nfs,1.5924,2.1024,0.1292,0.0657
g5.2xlarge,clip-vit-base-patch32,605218930,nfs,1.5220,2.0734,0.1294,0.0679
g5.2xlarge,clip-vit-base-patch32,605218930,nfs,1.5713,2.0489,0.1315,0.0668
g5.2xlarge,clip-vit-base-patch32,605218930,nfs,1.5783,2.0272,0.1298,0.0654
g5.2xlarge,clip-vit-base-patch32,605218930,nfs,1.5874,2.0638,0.1318,0.0660
g5.2xlarge,clip-vit-large-patch14,1710647794,nfs,4.2632,0.9046,0.3312,0.1603
g5.2xlarge,clip-vit-large-patch14,1710647794,nfs,4.2459,4.5626,0.3308,0.1604
g5.2xlarge,clip-vit-large-patch14,1710647794,nfs,4.2351,4.5252,0.3327,0.1602
g5.2xlarge,clip-vit-large-patch14,1710647794,nfs,4.2398,4.5643,0.3351,0.1604
g5.2xlarge,clip-vit-large-patch14,1710647794,nfs,4.3523,4.4917,0.3343,0.1604
g5.2xlarge,yolo11n,10703390,nfs,0.2011,0.1472,0.0132,0.0116
g5.2xlarge,yolo11n,10703390,nfs,0.1820,0.1342,0.0131,0.0116
g5.2xlarge,yolo11n,10703390,nfs,0.1741,0.1396,0.0131,0.0116
g5.2xlarge,yolo11n,10703390,nfs,0.1992,0.0836,0.0131,0.0115
g5.2xlarge,yolo11n,10703390,nfs,0.1606,0.1394,0.0130,0.0115
g5.2xlarge,yolo11s,38099486,nfs,0.2414,0.2658,0.0201,0.0157
g5.2xlarge,yolo11s,38099486,nfs,0.2349,0.2608,0.0196,0.0148
g5.2xlarge,yolo11s,38099486,nfs,0.2020,0.2605,0.0173,0.0148
g5.2xlarge,yolo11s,38099486,nfs,0.2258,0.2516,0.0174,0.0150
g5.2xlarge,yolo11s,38099486,nfs,0.2293,0.3914,0.0174,0.0149
g5.2xlarge,yolo11m,80831558,nfs,0.3260,0.6685,0.0261,0.0219
g5.2xlarge,yolo11m,80831558,nfs,0.3427,0.6860,0.0265,0.0228
g5.2xlarge,yolo11m,80831558,nfs,0.3774,0.6811,0.0259,0.0221
g5.2xlarge,yolo11m,80831558,nfs,0.2812,0.8299,0.0260,0.0220
g5.2xlarge,yolo11m,80831558,nfs,0.2835,0.6584,0.0259,0.0220
g5.2xlarge,yolo11l,102035229,nfs,0.3694,0.8270,0.0378,0.0321
g5.2xlarge,yolo11l,102035229,nfs,0.3707,0.7459,0.0374,0.0320
g5.2xlarge,yolo11l,102035229,nfs,0.3655,0.7183,0.0374,0.0321
g5.2xlarge,yolo11l,102035229,nfs,0.3699,0.7449,0.0381,0.0325
g5.2xlarge,yolo11l,102035229,nfs,0.3694,0.7158,0.0378,0.0322
g5.2xlarge,yolo11x,228536093,nfs,0.6586,1.4117,0.0508,0.0440
g5.2xlarge,yolo11x,228536093,nfs,0.6755,1.3397,0.0506,0.0443
g5.2xlarge,yolo11x,228536093,nfs,0.8275,1.3618,0.0509,0.0443
g5.2xlarge,yolo11x,228536093,nfs,0.6726,1.3718,0.0510,0.0442
g5.2xlarge,yolo11x,228536093,nfs,0.6756,1.4065,0.0512,0.0448
g5.2xlarge,whisper-small,967082862,nfs,2.4843,2.7772,0.1944,0.0976
g5.2xlarge,whisper-small,967082862,nfs,2.5031,2.7900,0.1964,0.0978
g5.2xlarge,whisper-small,967082862,nfs,2.4451,2.8349,0.1959,0.0978
g5.2xlarge,whisper-small,967082862,nfs,2.4378,2.8247,0.1930,0.0979
g5.2xlarge,whisper-small,967082862,nfs,2.5249,2.8628,0.1948,0.0980
g5.2xlarge,bert-base-uncased,438000710,nfs,1.1554,1.2131,0.0869,0.0434
g5.2xlarge,bert-base-uncased,438000710,nfs,1.2265,1.2403,0.0873,0.0434
g5.2xlarge,bert-base-uncased,438000710,nfs,1.2786,1.2128,0.0865,0.0436
g5.2xlarge,bert-base-uncased,438000710,nfs,1.1661,1.2350,0.0874,0.0435
g5.2xlarge,bert-base-uncased,438000710,nfs,1.1625,1.2051,0.0871,0.0434
g5.2xlarge,gpt2,497802778,nfs,1.2789,1.3704,0.0545,0.0475
g5.2xlarge,gpt2,497802778,nfs,1.2708,1.2907,0.0547,0.0473
g5.2xlarge,gpt2,497802778,nfs,1.2975,1.2848,0.0551,0.0476
g5.2xlarge,gpt2,497802778,nfs,1.2814,2.2133,0.0543,0.0473
g5.2xlarge,gpt2,497802778,nfs,1.2543,1.3111,0.0541,0.0473
g5.2xlarge,gpt2-medium,1419378714,nfs,3.4121,3.2253,0.1470,0.1275
g5.2xlarge,gpt2-medium,1419378714,nfs,3.4447,3.1617,0.2550,0.1276
g5.2xlarge,gpt2-medium,1419378714,nfs,3.3978,3.2486,0.1477,0.1277
g5.2xlarge,gpt2-medium,1419378714,nfs,3.4003,3.3451,0.2579,0.1279
g5.2xlarge,gpt2-medium,1419378714,nfs,3.4569,3.2779,0.2399,0.1275
g5.2xlarge,gpt2-large,3096248858,nfs,6.8080,6.4606,0.3257,0.2660
g5.2xlarge,gpt2-large,3096248858,nfs,8.4734,6.5627,0.3285,0.2657
g5.2xlarge,gpt2-large,3096248858,nfs,6.7734,6.5255,0.3271,0.2656
g5.2xlarge,gpt2-large,3096248858,nfs,7.7303,6.6022,0.3337,0.2661
g5.2xlarge,gpt2-large,3096248858,nfs,7.7420,6.5160,0.3226,0.2654
g5.2xlarge,gpt2-xl,6230630382,nfs,10.7990,12.3737,0.9754,0.5178
g5.2xlarge,gpt2-xl,6230630382,nfs,10.7271,12.4749,1.1747,0.9609
g5.2xlarge,gpt2-xl,6230630382,nfs,10.7383,12.3083,1.1754,0.9554
g5.2xlarge,gpt2-xl,6230630382,nfs,11.6055,12.3127,1.1697,0.8257
g5.2xlarge,gpt2-xl,6230630382,nfs,10.9102,13.2151,1.1442,2.1050
g5.2xlarge,roberta-base,498655558,nfs,1.3230,0.3293,0.1066,0.0479
g5.2xlarge,roberta-base,498655558,nfs,1.4068,1.3811,0.1075,0.0481
g5.2xlarge,roberta-base,498655558,nfs,1.3272,1.3779,0.1047,0.0479
g5.2xlarge,roberta-base,498655558,nfs,1.3177,1.3489,0.1071,0.0478
g5.2xlarge,roberta-base,498655558,nfs,1.3360,1.3525,0.1074,0.0481
g5.2xlarge,roberta-large,1421578310,nfs,3.5666,0.7654,0.2859,0.1291
g5.2xlarge,roberta-large,1421578310,nfs,3.6083,0.7750,0.2879,0.1288
g5.2xlarge,roberta-large,1421578310,nfs,3.5342,3.5371,0.2868,0.1291
g5.2xlarge,roberta-large,1421578310,nfs,3.7088,3.5033,0.2854,0.1288
g5.2xlarge,roberta-large,1421578310,nfs,3.6186,3.4927,0.2847,0.1290
g5.2xlarge,distilbert-base-uncased,265490386,nfs,0.7814,0.7249,0.0569,0.0254
g5.2xlarge,distilbert-base-uncased,265490386,nfs,0.8383,0.9417,0.0569,0.0253
g5.2xlarge,distilbert-base-uncased,265490386,nfs,0.7645,0.7267,0.0566,0.0253
g5.2xlarge,distilbert-base-uncased,265490386,nfs,0.7722,0.7568,0.0577,0.0254
g5.2xlarge,distilbert-base-uncased,265490386,nfs,0.7531,0.7723,0.0561,0.0254
g5.2xlarge,distilbert-base-uncased-distilled-squad,265490386,nfs,0.7426,0.7405,0.0583,0.0255
g5.2xlarge,distilbert-base-uncased-distilled-squad,265490386,nfs,0.7250,0.8040,0.0578,0.0257
g5.2xlarge,distilbert-base-uncased-distilled-squad,265490386,nfs,0.8450,0.7655,0.0579,0.0253
g5.2xlarge,distilbert-base-uncased-distilled-squad,265490386,nfs,0.7921,0.7695,0.0586,0.0254
g5.2xlarge,distilbert-base-uncased-distilled-squad,265490386,nfs,0.7428,0.7707,0.0560,0.0254
g5.2xlarge,albert-base-v2,46749895,nfs,0.2453,0.1732,0.0119,0.0052
g5.2xlarge,albert-base-v2,46749895,nfs,0.2311,0.1990,0.0119,0.0053
g5.2xlarge,albert-base-v2,46749895,nfs,0.2252,0.1707,0.0114,0.0049
g5.2xlarge,albert-base-v2,46749895,nfs,0.2313,0.1696,0.0114,0.0049
g5.2xlarge,albert-base-v2,46749895,nfs,0.2159,0.1705,0.0109,0.0049
g5.2xlarge,albert-large-v2,70753479,nfs,0.2738,0.2382,0.0154,0.0068
g5.2xlarge,albert-large-v2,70753479,nfs,0.3204,0.2482,0.0159,0.0068
g5.2xlarge,albert-large-v2,70753479,nfs,0.2986,0.2514,0.0178,0.0071
g5.2xlarge,albert-large-v2,70753479,nfs,0.2655,0.2449,0.0153,0.0068
g5.2xlarge,albert-large-v2,70753479,nfs,0.2730,0.2437,0.0170,0.0069
g5.2xlarge,albert-xlarge-v2,234925255,nfs,0.6988,0.5513,0.0486,0.0197
g5.2xlarge,albert-xlarge-v2,234925255,nfs,0.7187,0.5626,0.0490,0.0196
g5.2xlarge,albert-xlarge-v2,234925255,nfs,0.6518,0.5802,0.0477,0.0196
g5.2xlarge,albert-xlarge-v2,234925255,nfs,0.7346,0.5290,0.0480,0.0195
g5.2xlarge,albert-xlarge-v2,234925255,nfs,0.6630,0.5330,0.0484,0.0196
g5.2xlarge,albert-xxlarge-v2,890424519,nfs,2.2621,1.6629,0.1627,0.0702
g5.2xlarge,albert-xxlarge-v2,890424519,nfs,2.2845,1.6470,0.1644,0.0701
g5.2xlarge,albert-xxlarge-v2,890424519,nfs,2.2604,1.7031,0.1628,0.0702
g5.2xlarge,albert-xxlarge-v2,890424519,nfs,2.2816,1.6496,0.1641,0.0701
g5.2xlarge,albert-xxlarge-v2,890424519,nfs,2.2742,1.6636,0.1594,0.0709
g5.2xlarge,t5-small,242076894,nfs,0.7004,0.9660,0.0620,0.0282
g5.2xlarge,t5-small,242076894,nfs,0.7205,1.0501,0.0619,0.0281
g5.2xlarge,t5-small,242076894,nfs,0.7086,0.9685,0.0605,0.0282
g5.2xlarge,t5-small,242076894,nfs,0.6948,0.9681,0.0592,0.0281
g5.2xlarge,t5-small,242076894,nfs,0.7425,0.9624,0.0607,0.0282
g5.2xlarge,t5-base,891712870,nfs,2.2624,2.6478,0.1887,0.0877
g5.2xlarge,t5-base,891712870,nfs,2.2562,2.7054,0.1933,0.0876
g5.2xlarge,t5-base,891712870,nfs,2.2619,2.6634,0.1917,0.0874
g5.2xlarge,t5-base,891712870,nfs,2.3158,2.6677,0.1920,0.0877
g5.2xlarge,t5-base,891712870,nfs,2.3193,2.8152,0.1911,0.0877
g5.2xlarge,t5-large,2950868150,nfs,8.3807,7.3574,0.5783,0.2737
g5.2xlarge,t5-large,2950868150,nfs,8.6656,7.2619,0.5768,0.3315
g5.2xlarge,t5-large,2950868150,nfs,8.3351,7.4602,0.5802,0.8953
g5.2xlarge,t5-large,2950868150,nfs,8.4200,7.5093,0.5794,0.8992
g5.2xlarge,t5-large,2950868150,nfs,7.4721,7.2675,0.5719,0.2740